Relative Time	Peak at 829 cm-1	Peak at 1204 cm-1	Peak at 1704 cm-1	Peak at 1753 cm-1
00:51:26	-0.00370493	-0.016432	0.0156759	0.0766419
00:51:41	-0.00710606	-0.0138856	0.0243507	0.0865028
00:51:56	0.00108538	-0.015333	0.0159034	0.0791426
00:52:11	0.00149437	-0.0184712	0.0232621	0.0884918
00:52:26	0.00127084	-0.0148743	0.0207789	0.088917
00:52:41	0.00194324	-0.0156365	0.0328788	0.0742274
00:52:56	0.00296155	-0.000450056	0.0304487	0.0981824
00:53:11	-0.00167115	0.180854	0.0245883	0.27064
00:53:26	0.0206945	0.842067	0.069724	0.787849
00:53:41	0.0534291	1.43217	0.157144	1.26339
00:53:56	0.0529649	1.17584	0.170025	1.03662
00:54:11	0.0287995	0.518877	0.0947088	0.494104
00:54:26	0.00883506	0.184891	0.0548062	0.220911
00:54:40	0.00474354	0.0573272	0.0348586	0.129913
00:54:56	-0.00485723	0.00887983	0.0235653	0.0893883
00:55:11	-0.00219432	-0.00485071	0.0283948	0.098402
00:55:26	-0.00498989	-0.0118249	0.0227115	0.0712027
00:55:41	-0.00256341	-0.0149175	0.0217275	0.0645882
00:55:56	-0.00147347	-0.0140389	0.0187092	0.0769007
00:56:11	4.17685e-05	-0.0124964	0.027879	0.0707645
00:56:25	-0.0058883	-0.0124042	0.0218969	0.088938
00:56:41	0.000900165	-0.0151142	0.0287692	0.0747423
00:56:56	0.00350095	-0.0153167	0.0178165	0.0930101
00:57:11	-0.00807132	-0.0130446	0.0240378	0.0847532
00:57:26	-0.00173386	-0.0117299	0.0251429	0.0853622
00:57:41	-0.000733088	-0.00891127	0.0268298	0.0878881
00:57:56	-0.00157898	-0.0154029	0.0287603	0.093886
00:58:11	-0.00469977	-0.0156336	0.0231269	0.087247
00:58:26	0.00324416	-0.0147464	0.0238741	0.0825953
00:58:41	-0.000859703	-0.0148199	0.0262968	0.0747783
00:58:56	-0.000849663	-0.0120042	0.0227568	0.0945962
00:59:11	-0.00369087	0.00906634	0.0273647	0.104839
00:59:26	0.0009715	0.253718	0.0223685	0.315979
00:59:41	0.0192996	0.922918	0.0535724	0.893788
00:59:56	0.0338166	1.28666	0.109092	1.17343
01:00:11	0.0296782	0.933256	0.100416	0.863988
01:00:26	0.0110539	0.379736	0.0621138	0.411655
01:00:41	0.00186539	0.117417	0.032663	0.194304
01:00:56	0.00584899	0.0307492	0.0329323	0.116881
01:01:11	-0.00361404	-0.000671742	0.0275605	0.0817239
01:01:26	-0.00634843	-0.00554566	0.0255617	0.10485
01:01:41	0.00243938	-0.0124224	0.0247456	0.0844366
01:01:56	0.000234703	-0.0158315	0.0245122	0.0760717
01:02:11	-0.00404745	-0.0144352	0.0228527	0.0870752
01:02:26	-0.0032259	-0.0128766	0.0248677	0.0905407
01:02:41	0.00305291	-0.0119908	0.0218011	0.0894825
01:02:56	-0.00161373	-0.0175429	0.0177073	0.0835551
01:03:11	-0.00256591	-0.0151957	0.0232642	0.0993785
01:03:26	0.00427452	-0.0141758	0.0254509	0.0888858
01:03:41	-0.00117604	-0.0179733	0.0234944	0.092379
01:03:56	-0.00219175	-0.0150833	0.0322979	0.086361
01:04:11	-0.000858419	-0.017303	0.0244062	0.0782593
01:04:26	0.0003567	-0.0191045	0.0315894	0.113973
01:04:41	0.000129836	-0.0159308	0.0288027	0.0771647
01:04:56	0.000857886	-0.0168715	0.0268563	0.059955
01:05:11	-0.00282173	0.00194356	0.0268598	0.0910051
01:05:26	0.0015005	0.193259	0.0217683	0.275259
01:05:41	0.00137413	0.765082	0.0233847	0.767251
01:05:56	0.0166752	1.13596	0.0449439	1.07115
01:06:11	0.014662	0.868612	0.0505069	0.837048
01:06:26	0.015273	0.371194	0.0414305	0.415126
01:06:41	-0.000123735	0.117612	0.0218053	0.195817
01:06:56	0.00137516	0.0259396	0.0251258	0.112129
01:07:11	-0.000797488	-0.00317475	0.0148284	0.0784732
01:07:26	-0.00225256	-0.00775897	0.0280414	0.0852291
01:07:41	0.00364312	-0.0118046	0.0271937	0.0808869
01:07:56	-0.00635032	-0.0168451	0.0298635	0.0944745
01:08:11	-0.00806105	-0.0117704	0.0254974	0.0837941
01:08:26	-0.00292041	-0.0146947	0.0241543	0.082975
01:08:41	-0.00385324	-0.0184165	0.0245185	0.0878206
01:08:56	-0.00142491	-0.0117569	0.0296642	0.0687546
01:09:11	-0.00562033	-0.0162241	0.0313688	0.0821205
01:09:26	-0.00406513	-0.0147946	0.0198871	0.104357
01:09:41	0.00239109	-0.0135859	0.0282012	0.0938805
01:09:56	-0.000726941	-0.00973862	0.0244985	0.0834029
01:10:11	0.000845098	-0.0141162	0.0294174	0.0912544
01:10:26	-0.000746258	-0.014114	0.0284181	0.0944415
01:10:41	-0.0046113	-0.0155982	0.0220217	0.0654936
01:10:56	0.000723675	-0.012451	0.0312487	0.0806512
01:11:11	-0.00224734	-0.0186309	0.029791	0.0864214
01:11:26	0.00024029	-0.0117939	0.0206657	0.0920918
01:11:41	0.00854177	0.190847	0.0797857	0.259919
01:11:56	0.0885423	1.25711	0.417372	1.0515
01:12:11	0.249398	2.68185	1.04034	2.04596
01:12:26	0.263953	2.43846	1.0723	1.8379
01:12:41	0.137517	1.2279	0.584349	0.972217
01:12:56	0.0654887	0.570159	0.291716	0.495071
01:13:11	0.0242459	0.250325	0.14691	0.283155
01:13:26	0.0126557	0.0821444	0.083572	0.178596
01:13:41	0.00295798	0.0214157	0.0473452	0.106325
01:13:56	-0.000639328	-0.00501138	0.0419358	0.115512
01:14:11	0.00447303	-0.0122568	0.0323632	0.0991045
01:14:26	0.00232067	-0.0157057	0.0403203	0.0871348
01:14:41	0.000350059	-0.0192331	0.0322974	0.0833788
01:14:56	-0.0104397	-0.0157927	0.0411497	0.0909271
01:15:11	0.00205635	-0.0193635	0.0402592	0.0946147
01:15:26	-0.00104657	-0.0157778	0.0327787	0.0939115
01:15:41	-0.00224604	-0.0199777	0.0350128	0.0734093
01:15:56	-0.00419448	-0.019923	0.0295113	0.0876667
01:16:11	0.000765874	-0.016285	0.0361782	0.0796074
01:16:26	-0.000239007	-0.0135419	0.0425061	0.0724397
01:16:41	-0.00363663	-0.0191816	0.034366	0.0810091
01:16:56	-0.00416863	-0.0179731	0.0366807	0.0768556
01:17:11	-0.00500406	-0.0199808	0.0347478	0.0913144
01:17:26	-0.00258379	-0.0162492	0.035517	0.0964946
01:17:41	-9.91453e-05	0.0169322	0.038426	0.105612
01:17:56	0.0212911	0.3884	0.0980143	0.395083
01:18:11	0.138516	1.63653	0.454422	1.33548
01:18:26	0.24119	2.49889	0.880928	1.90078
01:18:41	0.192773	1.82573	0.767507	1.39241
01:18:56	0.101565	0.888988	0.415601	0.714829
01:19:11	0.0405908	0.44726	0.212934	0.414655
01:19:26	0.0134337	0.195246	0.108703	0.232976
01:19:41	0.00961331	0.0605635	0.0577295	0.14259
01:19:56	0.00287669	0.0109762	0.0423812	0.113196
01:20:11	0.00564196	-0.0100601	0.0417911	0.0977683
01:20:26	-0.0052413	-0.0139653	0.0265547	0.0744375
01:20:41	-0.00604712	-0.0219411	0.0330271	0.0882258
01:20:56	-0.00148997	-0.0154541	0.0286079	0.103932
01:21:11	-0.00625117	-0.0174384	0.0330407	0.114354
01:21:26	-0.00490785	-0.0154089	0.0234427	0.0727445
01:21:41	-0.00133114	-0.0207445	0.0348876	0.0709245
01:21:56	-0.00310292	-0.0218383	0.035637	0.092851
01:22:11	-0.00341654	-0.0166031	0.0344445	0.0770674
01:22:26	-0.00472002	-0.0209175	0.0400812	0.0948497
01:22:41	-0.00105331	-0.0184844	0.0384722	0.0782193
01:22:56	0.00533413	-0.0198334	0.0334438	0.0795368
01:23:11	-0.00275088	-0.0172449	0.033275	0.0983082
01:23:26	-0.000571413	-0.0143022	0.0334383	0.103735
01:23:41	-0.00372718	-0.0106611	0.0260238	0.0822702
01:23:56	0.0106158	0.176737	0.0604771	0.229867
01:24:11	0.0834994	1.09996	0.290436	0.928663
01:24:26	0.210629	2.28921	0.737824	1.80864
01:24:41	0.218182	2.08904	0.810855	1.60329
01:24:56	0.112811	1.06718	0.471588	0.829505
01:25:11	0.05173	0.503629	0.238126	0.440161
01:25:26	0.0195431	0.225891	0.127286	0.264666
01:25:41	0.00293505	0.074998	0.0635482	0.152123
01:25:56	0.00481744	0.0146264	0.0493934	0.0941456
01:26:11	0.00268022	-0.00356357	0.0342525	0.103274
01:26:26	-0.00635765	-0.0151815	0.0386062	0.0807347
01:26:41	-0.000109434	-0.0224803	0.0344892	0.0676694
01:26:56	-0.00611002	-0.017709	0.0428273	0.090616
01:27:11	0.00163327	-0.0181058	0.0327102	0.0992008
01:27:26	-0.00376203	-0.0174562	0.0284896	0.0753032
01:27:41	0.000409947	-0.0193754	0.037189	0.0884462
01:27:56	-0.000815714	-0.022123	0.0347964	0.0687492
01:28:11	0.00195621	-0.0230654	0.035806	0.085929
01:28:26	-0.0019812	-0.0205823	0.0290293	0.0955058
01:28:41	-0.00428852	-0.0203472	0.0310102	0.0784507
01:28:56	-0.00332736	-0.0150021	0.0284993	0.0721778
01:29:11	-0.00351242	-0.0181854	0.0406386	0.0909345
01:29:26	0.0029207	-0.0260475	0.0344731	0.0705475
01:29:41	-0.000725858	-0.0194587	0.0371319	0.0816699
01:29:56	0.00348463	-0.00398538	0.0356436	0.0881514
01:30:11	0.0103361	0.18476	0.0648605	0.242997
01:30:26	0.0925801	1.12546	0.297231	0.951348
01:30:41	0.209905	2.21995	0.724418	1.73308
01:30:56	0.202446	1.97168	0.755638	1.50003
01:31:11	0.102128	0.962733	0.430074	0.767512
01:31:26	0.0398081	0.422683	0.210814	0.396035
01:31:41	0.0187785	0.174046	0.106219	0.197371
01:31:56	0.00445446	0.0496273	0.0624278	0.156607
01:32:11	0.000654515	0.00808624	0.0390078	0.0997125
01:32:26	0.000480943	-0.0128982	0.0357295	0.0790874
01:32:41	-0.000342083	-0.0135471	0.0318635	0.0938635
01:32:56	0.0030524	-0.0167332	0.0377123	0.0951787
01:33:11	-0.00297943	-0.0185073	0.0358665	0.0907202
01:33:26	0.00031592	-0.0222399	0.0408364	0.0961818
01:33:41	0.00272399	-0.019307	0.0351335	0.0922808
01:33:56	-0.00377873	-0.0212621	0.0409337	0.0828564
01:34:11	-0.000142668	-0.0159385	0.0393276	0.0846012
01:34:26	0.000164578	-0.0213149	0.0374679	0.095257
01:34:41	-0.00265329	-0.0204517	0.0285063	0.0783641
01:34:56	-0.00551338	-0.0209183	0.0305902	0.0865286
01:35:11	0.0012936	-0.0199968	0.0347896	0.0918138
01:35:26	-0.00414207	-0.0175519	0.0392298	0.0793055
01:35:41	-0.000696764	-0.0285439	0.0381363	0.0787483
01:35:56	-0.00123013	-0.012811	0.0390694	0.0965657
01:36:11	0.00454116	0.124512	0.0543827	0.206474
01:36:25	0.0610993	0.803027	0.209837	0.69895
01:36:41	0.1884	2.02752	0.647013	1.5933
01:36:56	0.20115	1.99553	0.740853	1.53165
01:37:11	0.11025	1.03107	0.447382	0.819719
01:37:26	0.0501175	0.441144	0.21105	0.401339
01:37:41	0.0122749	0.16915	0.106956	0.21237
01:37:56	0.00524835	0.0528229	0.0635015	0.136557
01:38:11	0.000407114	0.00644969	0.0472867	0.0996854
01:38:26	0.0014967	-0.0158963	0.039044	0.0800559
01:38:41	-0.00726784	-0.0179072	0.0401924	0.0902307
01:38:56	0.00111165	-0.0164544	0.034951	0.0885441
01:39:11	0.000587405	-0.0191716	0.0317759	0.10309
01:39:26	0.000927252	-0.0216395	0.0297697	0.0815853
01:39:41	-0.00302417	-0.0208498	0.030473	0.0717981
01:39:55	-0.00318041	-0.0218625	0.0395085	0.0865119
01:40:11	-0.00179181	-0.0203099	0.0383631	0.087989
01:40:25	0.00356019	-0.0187804	0.0427545	0.0870446
01:40:41	0.00404923	-0.0217976	0.0376224	0.088151
01:40:55	-0.0028451	-0.0169189	0.0450961	0.0833484
01:41:11	-0.00205294	-0.0244646	0.0329582	0.0696269
01:41:26	-0.00168161	-0.0224309	0.0290745	0.0893066
01:41:41	-0.00782478	-0.0249146	0.025552	0.0947736
01:41:56	-0.00446091	-0.0185635	0.0381767	0.0961581
01:42:11	0.00329988	0.0914191	0.0448711	0.183226
01:42:26	0.047681	0.72435	0.180648	0.655695
01:42:41	0.162034	1.83114	0.547762	1.4492
01:42:56	0.192651	1.94464	0.692266	1.49951
01:43:11	0.113505	1.07318	0.442349	0.847801
01:43:26	0.0446846	0.454569	0.215353	0.404289
01:43:41	0.0173766	0.164963	0.0955895	0.209217
01:43:56	0.00394393	0.0484136	0.0533349	0.141678
01:44:11	0.00058178	0.00647169	0.0486413	0.101081
01:44:26	0.000108993	-0.0162244	0.0322741	0.101789
01:44:41	0.00176082	-0.0153152	0.0320127	0.0609555
01:44:56	-0.00353335	-0.0182938	0.0359972	0.0870929
01:45:11	-0.00264675	-0.0196624	0.0331594	0.10242
01:45:26	-0.00426544	-0.0212635	0.0420131	0.0921786
01:45:41	0.00397266	-0.0216775	0.0317951	0.0845786
01:45:56	0.000560424	-0.0217973	0.0363113	0.0970037
01:46:10	-0.000768938	-0.0213606	0.0314261	0.073476
01:46:26	0.00118651	-0.0249992	0.0373433	0.0847949
01:46:41	-0.00270542	-0.0241774	0.0297048	0.0714023
01:46:56	-0.00169734	-0.0191086	0.036803	0.100717
01:47:11	-0.00755213	-0.027924	0.031302	0.098437
01:47:26	-0.00428266	-0.0237433	0.0359085	0.0641586
01:47:41	-0.00100018	-0.0187554	0.0306226	0.0968383
01:47:56	0.00225865	-0.018758	0.0403037	0.0918273
01:48:11	0.00281529	0.0402058	0.0429047	0.121228
01:48:26	0.0339707	0.478631	0.126462	0.464768
01:48:41	0.13308	1.5417	0.44383	1.24418
01:48:56	0.182351	1.94167	0.655593	1.50695
01:49:11	0.130357	1.21853	0.477521	0.957818
01:49:26	0.0566859	0.515351	0.227248	0.473885
01:49:41	0.0179741	0.194391	0.102197	0.224197
01:49:56	0.0119372	0.0601396	0.0561178	0.150487
01:50:11	0.00520977	0.00612756	0.0499103	0.103219
01:50:26	-0.00664187	-0.0109936	0.0370706	0.0933251
01:50:41	0.00116306	-0.0164173	0.0338291	0.0794168
01:50:56	-0.00415317	-0.0193169	0.0339781	0.0762369
01:51:11	-0.00185822	-0.0178573	0.0329612	0.0999534
01:51:26	-0.00200022	-0.0205933	0.0332396	0.0944128
01:51:41	-0.00654603	-0.0181078	0.0373121	0.0992758
01:51:56	-0.00598007	-0.0192477	0.0361901	0.104812
01:52:11	0.00459275	-0.0208327	0.040472	0.0791115
01:52:26	0.00369038	-0.0228306	0.0439985	0.0701926
01:52:41	-0.00756237	-0.0241429	0.0437421	0.0961667
01:52:56	-0.00346295	-0.0216317	0.0365386	0.0657981
01:53:11	-0.0030357	-0.0187032	0.0242495	0.0802643
01:53:26	0.00336416	-0.0217905	0.0448859	0.0640263
01:53:41	7.08803e-05	-0.0207459	0.0363966	0.0857007
01:53:56	-0.0017523	-0.0214761	0.0385087	0.0744219
01:54:11	-0.0038626	-0.0267817	0.044762	0.0837916
01:54:26	0.00524717	0.0222187	0.0431074	0.116897
01:54:41	0.0240123	0.390739	0.110736	0.403581
01:54:56	0.118884	1.39536	0.394969	1.14701
01:55:11	0.177783	1.8481	0.609056	1.44038
