Relative Time	Peak at 1592 cm-1	Peak at 1719 cm-1	Annotations
03:43:11	0.021241	0.103375	
03:43:26	0.0242722	0.114117	
03:43:41	0.0236046	0.109612	
03:43:56	0.0231138	0.110697	
03:44:11	0.0253704	0.109142	
03:44:26	0.0264859	0.109564	
03:44:41	0.0231414	0.112131	
03:44:56	0.0241775	0.124194	
03:45:11	0.0208814	0.116881	
03:45:26	0.0211691	0.0997659	
03:45:41	0.0207067	0.126185	
03:45:56	0.0244958	0.109781	
03:46:11	0.0231007	0.115309	
03:46:26	0.0242236	0.120778	
03:46:41	0.024939	0.110993	
03:46:56	0.0278857	0.12695	
03:47:11	0.0234445	0.115968	
03:47:26	0.0243001	0.123379	
03:47:41	0.183973	1.03069	
03:47:56	0.227438	1.23549	
03:48:11	0.147293	0.812295	
03:48:26	0.100385	0.536189	
03:48:41	0.0986385	0.511574	
03:48:56	0.100383	0.526655	
03:49:11	0.0969879	0.485195	
03:49:26	0.0977243	0.473586	
03:49:41	0.0966037	0.462549	
03:49:56	0.0958016	0.451009	
03:50:11	0.0938343	0.447145	
03:50:26	0.0916499	0.445282	
03:50:40	0.0894283	0.423529	
03:50:56	0.0853237	0.377876	
03:51:11	0.0253168	0.083118	
03:51:26	0.0221598	0.0891501	
03:51:41	0.0215748	0.104794	
03:51:56	0.0235087	0.107849	
03:52:11	0.022835	0.105477	
03:52:26	0.023794	0.122542	
03:52:40	0.0262102	0.112684	
03:52:56	0.0257933	0.126645	
03:53:11	0.0263441	0.131825	
03:53:27	0.0270912	0.126931	
03:53:41	0.0258774	0.12277	
03:53:56	0.0281738	0.123415	
03:54:11	0.0260811	0.12916	
03:54:26	0.0297036	0.128025	
03:54:41	0.0268732	0.125436	
03:54:56	0.0281908	0.131941	
03:55:11	0.0286667	0.129783	
03:55:26	0.0277302	0.139763	
03:55:41	0.0312008	0.138387	
03:55:56	0.0311482	0.130367	
03:56:11	0.0286684	0.143699	
03:56:26	0.0324818	0.132313	
03:56:41	0.0296726	0.134853	
03:56:56	0.0295579	0.141505	
03:57:11	0.028747	0.140414	
03:57:26	0.029106	0.151608	
03:57:41	0.0329747	0.140479	
03:57:56	0.0334316	0.144548	
03:58:11	0.0323862	0.141543	
03:58:26	0.0295338	0.145078	
03:58:41	0.0300574	0.164732	
03:58:57	0.124857	0.819791	
03:59:11	0.160316	1.09032	
03:59:26	0.129974	0.856303	
03:59:41	0.0725608	0.504069	
03:59:56	0.0734646	0.47265	
04:00:11	0.0752428	0.444258	
04:00:26	0.0719542	0.448052	
04:00:41	0.0757338	0.430465	
04:00:56	0.0721146	0.431915	
04:01:11	0.0681812	0.408924	
04:01:26	0.0708971	0.415302	
04:01:41	0.06771	0.414549	
04:01:56	0.0717905	0.407885	
04:02:11	0.072021	0.411521	
04:02:26	0.0319972	0.155355	
04:02:41	0.0211944	0.107178	
04:02:56	0.0183618	0.10479	
04:03:11	0.0203705	0.105011	
04:03:26	0.0179896	0.10685	
04:03:41	0.0177093	0.108538	
04:03:56	0.0221802	0.116335	
04:04:11	0.024607	0.120827	
04:04:26	0.0237661	0.120448	
04:04:41	0.0197249	0.1156	
04:04:56	0.0264884	0.123511	
04:05:11	0.0250239	0.130359	
04:05:26	0.0241279	0.120288	
04:05:41	0.0245855	0.118452	
04:05:56	0.0252732	0.115349	
04:06:11	0.0226417	0.12089	
04:06:26	0.0258751	0.13245	
04:06:41	0.0271042	0.126693	
04:06:56	0.0264671	0.127627	
04:07:11	0.0257223	0.134085	
04:07:26	0.0253507	0.131642	
04:07:41	0.0250307	0.134342	
04:07:56	0.0248518	0.130875	
04:08:11	0.0249733	0.134871	
04:08:26	0.0253647	0.136981	
04:08:41	0.0282905	0.14905	
04:08:56	0.0293263	0.146414	
04:09:11	0.026028	0.138671	
04:09:26	0.02786	0.135694	
04:09:41	0.0263524	0.149079	
04:09:57	0.0247939	0.146336	
04:10:11	0.030597	0.155145	
04:10:26	0.0899025	0.659956	
04:10:41	0.125692	0.934996	
04:10:56	0.107575	0.817824	
04:11:11	0.0594552	0.424607	
04:11:26	0.0611756	0.398524	
04:11:41	0.0586983	0.397289	
04:11:56	0.0570714	0.379667	
04:12:11	0.0566156	0.391123	
04:12:26	0.0569301	0.37376	
04:12:41	0.0573042	0.377158	
04:12:57	0.0596787	0.365113	
04:13:11	0.0561812	0.360388	
04:13:26	0.0562826	0.356582	
04:13:41	0.0569892	0.373813	
04:13:56	0.0216384	0.110791	
04:14:10	0.0159022	0.104157	
04:14:26	0.0151434	0.0858889	
04:14:41	0.0151067	0.102943	
04:14:56	0.0172549	0.103672	
04:15:11	0.0200516	0.101566	
04:15:26	0.0183723	0.10923	
04:15:41	0.0190734	0.114338	
04:15:56	0.0234425	0.110434	
04:16:11	0.0189169	0.122099	
04:16:26	0.0217675	0.123285	
04:16:41	0.0202535	0.113313	
04:16:56	0.0203457	0.127661	
04:17:11	0.023453	0.1238	
04:17:26	0.0213673	0.129492	
04:17:41	0.0224239	0.118804	
04:17:56	0.0232168	0.121951	
04:18:11	0.023928	0.112685	
04:18:25	0.0251901	0.121695	
04:18:41	0.0222237	0.124449	
04:18:56	0.025513	0.125017	
04:19:11	0.0247364	0.141039	
04:19:26	0.0253498	0.123789	
04:19:41	0.0252018	0.135777	
04:19:56	0.0233216	0.120122	
04:20:11	0.0266997	0.1248	
04:20:26	0.023894	0.129925	
04:20:41	0.0264238	0.142308	
04:20:56	0.0248424	0.142103	
04:21:11	0.0242257	0.134175	
04:21:26	0.0259739	0.142397	
04:21:41	0.0243649	0.142279	
04:21:56	0.0802685	0.712734	
04:22:11	0.0875332	0.777676	
04:22:26	0.0490583	0.407409	
04:22:41	0.0458839	0.345924	
04:22:56	0.0437659	0.332064	
04:23:11	0.0403042	0.342442	
04:23:26	0.0445161	0.325647	
04:23:41	0.0410606	0.319677	
04:23:56	0.0409561	0.3034	
04:24:11	0.0431003	0.29682	
04:24:26	0.0441009	0.30846	
04:24:41	0.043698	0.306003	
04:24:56	0.0441115	0.314085	
04:25:11	0.0348529	0.241614	
04:25:26	0.0132867	0.0638553	
04:25:41	0.014169	0.0859828	
04:25:56	0.0149473	0.0873343	
04:26:11	0.015272	0.0933216	
04:26:26	0.0165658	0.104084	
04:26:41	0.0173664	0.104926	
04:26:56	0.0207718	0.109167	
04:27:11	0.0222451	0.0998774	
04:27:26	0.0187086	0.114281	
04:27:41	0.0191597	0.101497	
04:27:55	0.0218508	0.11202	
04:28:11	0.02022	0.104533	
04:28:26	0.0194427	0.129661	
04:28:41	0.020465	0.109603	
04:28:56	0.018939	0.12652	
04:29:11	0.019358	0.117059	
04:29:26	0.0202303	0.126927	
04:29:41	0.0213868	0.116933	
04:29:56	0.0217694	0.112543	
04:30:11	0.0202068	0.126296	
04:30:26	0.0233502	0.118272	
04:30:41	0.0206269	0.131169	
04:30:56	0.0232144	0.134798	
04:31:11	0.023172	0.123216	
04:31:26	0.0225467	0.131895	
04:31:41	0.0222899	0.132356	
04:31:56	0.024763	0.123069	
04:32:11	0.0257988	0.117272	
04:32:26	0.0222057	0.126422	
04:32:41	0.0245282	0.133553	
04:32:56	0.0242139	0.135825	
04:33:11	0.0408507	0.440321	
04:33:26	0.0547571	0.600249	
04:33:41	0.0372121	0.468232	
04:33:56	0.027538	0.291198	
04:34:11	0.0281089	0.28769	
04:34:26	0.0315901	0.277998	
04:34:41	0.0289564	0.277944	
04:34:55	0.0296385	0.268169	
04:35:11	0.0304887	0.272881	
04:35:26	0.0314544	0.249802	
04:35:41	0.0339293	0.254734	
04:35:56	0.0304311	0.252839	
04:36:11	0.0320249	0.259804	
04:36:26	0.026981	0.262973	
04:36:41	0.00686621	0.0379235	
04:36:56	0.0100814	0.0677134	
04:37:11	0.0107744	0.0734534	
04:37:26	0.0151605	0.0853904	
04:37:41	0.0125843	0.0902665	
04:37:56	0.0146361	0.0818425	
04:38:11	0.0138797	0.0896462	
04:38:26	0.0158027	0.0860409	
04:38:41	0.0151431	0.0835611	
04:38:56	0.0173335	0.0997971	
04:39:11	0.0164223	0.103957	
04:39:26	0.0177416	0.10201	
04:39:41	0.0147522	0.0980846	
04:39:56	0.0188541	0.106704	
04:40:11	0.0198695	0.0952365	
04:40:26	0.01443	0.102748	
04:40:41	0.0180443	0.109969	
04:40:56	0.0190398	0.103309	
04:41:11	0.0177056	0.105891	
04:41:26	0.017445	0.113153	
04:41:41	0.0201272	0.11017	
04:41:56	0.0191587	0.111702	
04:42:11	0.0195859	0.10943	
04:42:26	0.0190084	0.0992784	
04:42:41	0.0188272	0.127422	
04:42:56	0.0196947	0.112796	
