Relative Time	Peak at 1100	Peak at 1125	Peak at 1650	Annotations
04:12:56	-0.00838789	-0.00199383	-0.0232623	
04:13:26	-0.0112978	-0.00307907	-0.00602808	
04:13:56	-0.00556627	0.0009835	-0.0142117	
04:14:26	-0.00309788	-0.00441779	-0.0111521	
04:14:56	-0.0124991	-0.00290429	-0.0127426	
04:15:26	-0.00720673	-0.00241929	-0.00438728	
04:15:56	-0.00787682	0.000790105	-0.0179581	
04:16:27	-0.012335	-0.0022067	-0.0216005	
04:16:56	-0.0112903	-0.00239639	-0.0166867	
04:17:26	-0.0130274	-0.00416932	-0.019655	
04:17:55	-0.00956243	-0.00454728	-0.0342085	
04:18:26	-0.00497799	-0.00588173	-0.0217017	
04:18:56	-0.0091623	-0.00378797	-0.0197744	
04:19:26	-0.00857134	0.000828737	-0.0219214	
04:19:56	-0.0107529	-0.00261904	-0.0257151	
04:20:26	-0.0141843	-0.00706633	-0.0208995	
04:20:56	-0.00933004	-0.00814238	-0.0184998	
04:21:26	-0.0151808	-0.00254222	-0.0272392	
04:21:56	0.0105393	0.0219008	-0.0273253	
04:22:26	0.0828926	0.13139	0.0158739	
04:22:56	0.105639	0.147906	0.0307251	
04:23:26	0.029764	0.0427154	-0.0092932	
04:23:56	-0.00539171	0.00516281	-0.0214067	
04:24:26	-0.00730452	-0.00229371	-0.0269169	
04:24:55	-0.00422919	-0.00147155	-0.0144609	
04:25:26	-0.00193642	-0.00139432	-0.0388265	
04:25:56	-0.00917073	-0.00309487	-0.0165362	
04:26:26	-0.0044573	-0.00380076	-0.0296815	
04:26:56	-0.00504192	3.40677e-05	-0.027536	
04:27:26	-0.0129727	-0.0017863	-0.0254546	
04:27:56	-0.0163581	-0.00673614	-0.0237535	
04:28:26	-0.00745262	-0.00217714	-0.0159083	
04:28:56	-0.0130537	-0.00239155	-0.0300778	
04:29:26	-0.0109095	-0.00285852	-0.0325601	
04:29:56	-0.00880994	-0.00681544	-0.0180963	
04:30:26	-0.0110891	-0.00267103	-0.0192574	
04:30:56	-0.00515706	-0.00283136	-0.00774232	
04:31:26	-0.0120508	-0.00524981	-0.021495	
04:31:56	-0.0131373	-0.00116701	-0.0205895	
04:32:26	-0.00313971	-0.00349591	-0.0270112	
04:32:56	-0.00887661	-0.00136202	-0.0183817	
04:33:26	-0.0162252	-0.00861067	-0.0146985	
04:33:56	-0.00488323	-0.000354476	-0.0196184	
04:34:26	-0.0107296	-0.00719825	-0.0203675	
04:34:56	-0.00854031	-0.000906179	-0.0287131	
04:35:26	-0.0089611	-0.00385517	-0.0208314	
04:35:55	-0.0101583	-0.00254309	-0.0133246	
04:36:26	-0.0118821	-0.00303286	-0.0153495	
04:36:56	-0.0170867	-0.0013365	-0.0178049	
04:37:26	-0.0108877	-0.00374627	-0.00569044	
04:37:56	-0.0148902	-0.00434567	-0.0184603	
04:38:26	-0.00997876	-0.000259008	-0.0126256	
04:38:56	0.0097011	0.0231551	-0.0184974	
04:39:26	0.0896052	0.113546	0.0351366	
04:39:56	0.0884394	0.100188	0.0287784	
04:40:26	0.028285	0.0257889	-0.0169043	
04:40:56	-0.00762102	0.00193647	-0.00125233	
04:41:26	-0.003542	-0.00336516	-0.00517435	
04:41:56	-0.00400397	-0.00248334	-0.0137036	
04:42:25	-0.0107757	-0.005378	-0.0169938	
04:42:56	-0.0113832	-0.00304747	-0.0100401	
04:43:26	-0.00681548	-0.00326784	-0.0144532	
04:43:56	-0.00358086	-0.00337554	-0.0120539	
04:44:26	-0.00690383	-0.00247267	-0.0175794	
04:44:56	-0.00835244	-0.00268192	-0.00824177	
04:45:26	-0.00422838	-0.000557884	-0.0242083	
04:45:56	-0.0104987	-0.00321341	-0.00489931	
04:46:26	-0.00758143	-0.00455425	-0.00730876	
04:46:56	-0.00369362	-0.0051203	-0.0128918	
04:47:26	-0.0122445	-0.000711039	-0.0206153	
04:47:56	-0.011255	-0.00349206	-0.0118847	
04:48:26	-0.00134193	-0.00665074	-0.00399044	
04:48:56	-0.00372588	-0.00285471	-0.0139282	
04:49:26	-0.00524255	-0.00579789	-0.0126876	
04:49:56	-0.0114056	-0.00461809	-0.0328055	
04:50:26	-0.0133232	-0.0045565	-0.0193137	
04:50:56	-0.00904305	-0.000210289	-0.0259065	
04:51:26	-0.0127882	-0.00441483	-0.0158437	
04:51:56	-0.0136811	-0.00231482	-0.0212996	
04:52:25	-0.0131123	-0.00211645	-0.0115411	
04:52:56	-0.0112962	-0.00658137	-0.0179427	
04:53:26	-0.0180159	-0.00779919	-0.0164218	
04:53:56	-0.00476005	-0.00216636	-0.0202552	
04:54:26	-0.0041446	-0.00205851	-0.0176466	
04:54:56	-0.0113658	-0.00249959	-0.0181727	
04:55:26	-0.0115147	-0.00489433	-0.0229762	
04:55:56	0.00948654	0.0166009	-0.0262539	
04:56:26	0.0722497	0.0792425	0.0148592	
04:56:56	0.0713007	0.0715178	0.00921321	
04:57:26	0.0195098	0.0180686	-2.00187e-05	
04:57:56	-0.00366286	-8.35875e-05	-0.0309228	
04:58:26	-0.0133577	-0.00501711	-0.0264874	
04:58:56	-0.00309229	-0.00138887	-0.0248372	
04:59:26	-0.0138217	-0.00499086	-0.0146814	
04:59:56	-0.00953498	-0.00371431	-0.0192717	
05:00:26	-0.00853601	-0.00383468	-0.00821225	
05:00:56	-0.0110177	-0.0061872	-0.016494	
05:01:26	-0.0110122	-0.00239614	-0.0149445	
05:01:56	-0.0142847	-0.00335376	-0.0147994	
05:02:26	-0.00676044	-0.00183767	-0.0252101	
05:02:56	-0.00997875	-0.0053788	-0.0154506	
05:03:26	-0.0129584	-0.00459174	-0.00762691	
05:03:56	-0.0131392	-0.00129926	-0.0189424	
05:04:26	-0.00816128	-0.00131758	-0.0118338	
05:04:56	-0.00765157	-0.00357708	-0.0176279	
05:05:26	-0.00952389	-0.00426052	-0.0252985	
05:05:56	-0.0104088	-0.00410208	-0.0203532	
05:06:26	-0.00891454	-0.00501036	-0.0309389	
05:06:56	-0.0146529	-0.00567886	-0.0282972	
05:07:26	-0.0105773	0.000163979	-0.0335939	
05:07:56	-0.015242	-0.00514128	-0.0218581	
05:08:26	-0.011752	0.0021837	-0.0230485	
05:08:56	-0.0150649	-0.00585929	-0.0184879	
05:09:26	-0.0123393	-0.00616486	-0.0153848	
05:09:56	-0.0142455	-0.00391709	-0.0112152	
05:10:26	-0.0125978	-0.00432597	-0.0218815	
05:10:56	-0.010595	-0.00888064	-0.00848973	
05:11:26	-0.0118551	-0.000847586	-0.0256642	
05:11:56	-0.0114618	-0.00718784	-0.0132645	
05:12:26	-0.00403678	-0.0036868	-0.0157889	
05:12:56	0.0128588	0.0116575	-0.0156625	
05:13:26	0.0576884	0.0510492	0.0214482	
05:13:56	0.0602992	0.044593	0.0257006	
05:14:26	0.0196128	0.00893296	0.00537088	
05:14:56	-0.00454115	-0.000471062	-0.0154124	
05:15:26	-0.00624729	-0.00375716	-0.0118506	
05:15:56	-0.00620261	-0.00717071	-0.0156547	
05:16:26	-0.0135775	-0.00300772	-0.00610148	
05:16:56	-0.0118133	-0.000797077	-0.0234594	
05:17:26	-0.00915917	-0.00807763	-0.00807911	
05:17:56	-0.0066647	-0.00347333	-0.0214965	
05:18:26	-0.0132089	-0.0028602	-0.00865628	
05:18:56	-0.00824668	-0.0016672	-0.0148419	
05:19:26	-0.00794294	-0.00246286	-0.0152026	
05:19:56	-0.00960962	-0.00341743	-0.0191381	
05:20:26	-0.00618163	-0.00250787	-0.0107689	
05:20:56	-0.0107484	-0.00678107	-0.0224804	
05:21:26	-0.00693826	-0.00411904	-0.0171882	
05:21:56	-0.00815661	-0.00538887	-0.0174377	
05:22:26	-0.00583082	-0.00324643	-0.0151787	
05:22:56	-0.011164	-0.00233334	-0.0240409	
05:23:26	-0.00739723	-0.0040998	-0.0147718	
05:23:56	-0.0046214	-0.00131013	-0.00778425	
05:24:26	-0.00937329	-0.00164504	-0.0136979	
05:24:56	-0.0110459	-0.00514982	-0.00965616	
05:25:26	-0.00589152	-0.00252124	-0.0076125	
05:25:56	-0.0101103	-0.0068969	-0.0190318	
05:26:26	-0.0157902	-0.00137348	-0.00914323	
05:26:56	-0.0174969	-0.00203153	-0.00748565	
05:27:26	-0.00962473	-0.00690372	-0.0166862	
05:27:56	-0.011174	-0.00570828	-0.00679204	
05:28:26	-0.00890224	-0.00198946	-0.0140099	
05:28:56	-0.00128334	-0.00404721	-0.00767592	
05:29:26	-0.00930867	-0.00170434	-0.0228146	
05:29:56	0.0290613	0.060056	-0.0125042	
05:30:26	0.232607	0.459981	0.00389716	
05:30:56	0.362086	0.669634	0.0301795	
05:31:26	0.153674	0.27683	0.0023724	
05:31:56	0.0215296	0.053198	-0.00996555	
05:32:26	0.00890926	0.0133182	-0.0152985	
05:32:56	-0.00637281	0.00313869	-0.0218458	
05:33:26	-0.00629989	0.0021599	-0.0119015	
05:33:56	-0.00240215	-0.000825109	-0.0111156	
05:34:26	-0.00986664	-0.00263641	-0.0132729	
05:34:56	-0.0109867	-0.00384073	-0.00703961	
05:35:26	-0.00875815	-0.000371109	-0.0123401	
05:35:56	-0.00884412	-0.000757505	-0.0175867	
05:36:26	-0.00798641	0.001187	-0.0197104	
05:36:56	-0.00588726	-0.00283565	-0.00223607	
05:37:26	-0.0121202	0.000552012	-0.0138574	
05:37:56	-0.00930797	-0.00257343	-0.0154554	
05:38:26	-0.00325013	-0.00365448	-0.00904344	
05:38:56	-0.00597338	-0.0028135	-0.0197519	
05:39:26	-0.0128095	-0.00240582	-0.0169979	
05:39:56	-0.00716975	-0.00113186	-0.0218513	
05:40:26	-0.0149033	-0.00423086	-0.016909	
05:40:56	-0.0103704	-0.00506343	-0.0213723	
05:41:26	-0.00918004	0.000673851	-0.0134877	
05:41:55	-0.00636173	-0.00469189	-0.0199861	
05:42:26	-0.00615585	-0.000397492	-0.00587562	
05:42:56	-0.00905118	-0.00198967	-0.0136196	
05:43:26	-0.0132495	-0.00428997	-0.0126931	
05:43:56	-0.0101053	-0.000620995	-0.00687511	
05:44:26	-0.007223	-0.00405353	-0.0253782	
05:44:56	-0.00979381	-0.00141426	-0.00650378	
05:45:26	-0.00900232	-0.00376773	-0.0166104	
05:45:56	-0.0153612	-0.00804691	-0.0181988	
05:46:26	-0.00818691	-0.00385441	-0.00547197	
05:46:56	-0.00270726	0.0189726	-0.0153266	
05:47:26	0.138205	0.264272	-0.00561985	
05:47:56	0.335649	0.624742	0.0326284	
05:48:26	0.207913	0.365351	0.000315658	
05:48:56	0.0440581	0.0857348	-0.0168314	
05:49:26	0.00066699	0.0160331	-0.0116766	
05:49:56	0.00105542	0.00529849	-0.00193787	
05:50:26	-0.00802758	0.00277073	-0.0219958	
05:50:56	-0.00726086	0.00147118	-0.0188207	
05:51:26	-0.0115089	-0.00107003	-0.0117071	
05:51:56	-0.0044488	4.75796e-05	0.00146593	
05:52:26	-0.0114315	-0.000575809	-0.00150992	
05:52:56	-0.00693305	-0.000710285	-0.00160107	
05:53:26	-0.0109251	-0.00358438	-0.00745939	
05:53:56	-0.00538369	-0.00419501	-0.016085	
05:54:26	-0.00350144	-0.00297719	-0.0199844	
05:54:56	-0.00956995	0.000248556	-0.00689808	
05:55:26	-0.011249	-0.000675046	-0.00335073	
05:55:56	-0.00886165	-0.00015675	-0.005852	
05:56:25	-0.0113974	-0.00445546	-0.00305507	
05:56:56	-0.00468386	-0.000296211	-0.0189867	
05:57:26	-0.00802596	-0.00117649	-0.00401068	
05:57:56	-0.00893252	-0.00371292	-0.00317325	
05:58:26	-0.0105997	0.00171227	-0.017428	
05:58:56	-0.013761	-0.00285781	-0.01781	
05:59:26	-0.00551928	-0.00251483	-0.0136381	
05:59:56	-0.0156067	0.00217671	-0.00111407	
06:00:26	-0.0078336	-0.00192396	-0.0110583	
06:00:56	-0.0135097	-0.00149579	-0.0154559	
06:01:26	-0.00256232	-0.00239366	-0.00706238	
06:01:56	-0.010867	-0.0012024	-0.0100926	
06:02:26	-0.00961318	-0.000806258	-0.00477592	
06:02:56	-0.0141269	-0.00281706	-0.00803429	
06:03:26	-0.00667557	-0.00276315	-0.00257648	
06:03:56	0.0066722	0.0137756	-0.00712051	
06:04:26	0.107578	0.208012	-0.000152922	
06:04:56	0.308218	0.548413	0.0218031	
06:05:26	0.209457	0.349432	0.0170689	
06:05:56	0.0456888	0.0822437	-0.0103747	
06:06:26	-0.0012076	0.01358	-0.0169894	
06:06:56	-0.00489223	0.000904584	-0.0166729	
06:07:26	-0.00802566	-2.84794e-05	-0.00767462	
06:07:56	-0.014896	0.000656294	-0.00406439	
06:08:26	-0.00345146	-0.00190851	-0.00242362	
06:08:56	-0.0141494	-0.00383531	-0.0265014	
06:09:26	-0.00662397	0.00433537	-0.0149546	
06:09:56	-0.00580531	0.00238123	-0.00767147	
06:10:26	-0.00447142	0.000508172	-0.0182148	
06:10:56	0.00126888	0.000238979	-0.00968329	
06:11:26	-0.00212412	-0.00122584	-0.00679818	
06:11:56	-0.00782078	-0.000891332	-0.00328313	
06:12:26	-0.00633808	0.000683393	4.60851e-06	
06:12:56	-0.00500895	-0.0028465	-0.0130658	
06:13:26	-0.0143098	-0.00013782	-0.0106461	
06:13:56	-0.00632847	-0.00146955	-0.0143741	
06:14:26	-0.00129574	-0.00197153	-0.00639279	
06:14:56	-0.00546803	-0.00441544	-0.00887281	
06:15:26	-0.00461578	-0.00164718	-0.0113816	
06:15:56	-0.00474174	0.00171716	-0.00993682	
06:16:26	-0.00461586	-0.00345236	-0.00235995	
06:16:56	-0.000581455	-0.00112016	0.000187318	
06:17:26	-0.00733948	-0.00453519	-0.00997215	
06:17:56	-0.00394438	0.000162185	-0.00830179	
06:18:26	0.00231438	-0.000471889	-0.0157315	
06:18:56	-0.00202685	-0.00238731	-0.00507089	
06:19:26	-0.0039082	-0.00118704	-0.00916624	
06:19:56	-0.00780576	-0.00304582	-0.00743342	
06:20:26	-0.00265895	-0.000113163	-0.00401755	
06:20:56	0.00598643	0.0063515	-0.0039952	
06:21:26	0.0920318	0.161932	-0.00229373	
06:21:56	0.273489	0.465297	0.0250215	
06:22:26	0.198862	0.311255	0.0126939	
06:22:56	0.0527213	0.0752432	-0.00797978	
06:23:26	0.000710798	0.00774018	-0.0080879	
06:23:56	-0.000771395	0.000659284	9.00485e-05	
06:24:26	-0.01323	0.000338492	-0.000194324	
06:24:56	-0.00208912	-0.000496111	-0.00207095	
06:25:26	-0.0057436	-0.000483195	-0.00147696	
06:25:56	-0.0131532	-0.00420692	-0.00670244	
06:26:26	-0.00667035	-0.00768329	-0.0112649	
06:26:56	-0.00149441	-0.00256449	-0.00807653	
06:27:26	-0.00546612	-0.00390814	-0.00506393	
06:27:56	-0.00812138	-0.00552243	-0.0137931	
06:28:26	-0.010352	-0.00502135	-0.00444713	
06:28:56	-0.0049473	-0.0046262	-0.00620585	
06:29:26	-0.0106859	-0.00644073	0.00429086	
06:29:56	-0.00821766	-0.00397515	0.00346193	
06:30:26	-0.00710235	-0.00388997	-0.0181405	
06:30:56	-0.00807549	0.000974372	-0.0202795	
06:31:26	-0.0107368	-0.00302933	0.0047471	
06:31:56	-0.00802867	-0.000593182	-0.010346	
06:32:26	-0.00510835	-0.00255131	-0.0137851	
06:32:56	-0.00509986	0.00181648	-0.00557711	
06:33:25	-0.0119268	-0.00456415	-0.0136256	
06:33:56	-0.00297874	-0.00378275	-0.00486607	
06:34:26	-0.00657354	-0.00473677	0.00277843	
06:34:56	-0.00918486	-0.00607178	-0.012803	
06:35:26	-0.00995999	-0.00453585	-0.0120131	
06:35:56	-0.00519495	-0.00866947	-0.0128074	
06:36:26	-0.00468736	-0.00922068	0.00155272	
06:36:56	-0.00916557	-0.0043763	-0.0205321	
06:37:26	-0.0114174	-0.00548647	-0.0200566	
06:37:56	0.00483024	0.00582258	-0.011388	
06:38:26	0.0594347	0.104766	-0.00222081	
06:38:56	0.240273	0.380026	0.0134021	
06:39:26	0.201918	0.294751	0.0196672	
06:39:56	0.0626993	0.0763889	0.00687339	
06:40:26	0.00819611	0.00880182	-0.00771977	
06:40:56	0.00589487	-0.00343473	-0.00807939	
06:41:26	-0.00605991	-0.00709242	-0.0195085	
06:41:56	-0.0034552	-0.00561404	-0.0172769	
06:42:26	-0.0119207	-0.00624814	-0.00603264	
06:42:56	-0.00759856	-0.00353979	-0.0138701	
06:43:26	-0.000643739	-0.00609346	-0.00898231	
06:43:56	-0.0129905	-0.00448265	-0.0110613	
06:44:26	-0.00879721	-0.00440977	-0.00792975	
06:44:56	-0.00432034	-0.00322547	-0.0132182	
06:45:26	-0.00491119	-0.00728888	-0.000501041	
06:45:56	-0.00873657	-0.00908216	-0.00984736	
06:46:26	-0.00682488	-0.00267091	-0.0106166	
06:46:56	-0.00568404	-0.00487022	-0.00625888	
06:47:26	-0.0114484	-0.00584778	-0.00949503	
06:47:56	-0.00648781	-0.00419847	-0.00521414	
06:48:26	-0.00304616	-0.00670641	0.00389323	
06:48:56	-0.00442505	-0.00492646	-0.0027399	
06:49:26	-0.00294192	-0.00568915	0.00170482	
06:49:56	-0.0110727	-0.00465011	-0.015356	
06:50:26	-0.00349698	-0.00230976	-0.0130677	
06:50:56	-0.00374571	0.00254181	-0.00622395	
06:51:26	-0.00564914	-0.00480619	-0.0194468	
06:51:56	-0.0060807	-0.00689868	-0.0177736	
06:52:26	-0.0105747	-0.00460029	-0.0165714	
06:52:56	-0.0125358	-0.00430698	-0.0102324	
06:53:26	0.000275462	-0.00196669	0.00188348	
06:53:56	-0.0115212	-0.00789596	-0.00776279	
06:54:26	-0.00661435	-0.0045296	-0.00482041	
06:54:56	-0.00620687	-0.0038955	-0.00437592	
06:55:26	0.0464567	0.0609721	0.00221363	
06:55:56	0.200403	0.284326	0.0225726	
06:56:26	0.203133	0.26272	0.0176436	
06:56:56	0.0685024	0.0740155	-0.00605767	
06:57:26	0.0147637	0.0128719	-0.00320194	
06:57:56	-0.00115949	-0.0015316	-0.00195483	
06:58:26	-0.0032738	-0.0040801	-0.00486982	
06:58:56	-0.0073768	-0.0075626	-0.0149769	
06:59:26	-0.00639646	-0.00657618	-0.00635183	
06:59:56	-0.00194878	-0.00554322	-0.00777126	
07:00:26	-0.00134793	-0.00252934	-0.00760461	
07:00:56	0.00147588	-0.00671139	-0.00518205	
07:01:26	-0.00054912	-0.00536707	0.000595053	
07:01:56	-0.00336086	-0.00387994	0.00165029	
07:02:26	-0.00142079	-0.00617788	-0.00848915	
07:02:56	0.00317024	-0.0042716	0.00302063	
07:03:26	-0.00521627	-0.00247326	-0.00522732	
07:03:56	-0.00105357	-0.00485945	0.000743563	
07:04:26	-0.00223501	-0.00804662	0.00921161	
07:04:56	0.00181705	-0.0032825	-0.000816956	
07:05:26	-0.00315659	-0.00986236	-0.00830311	
07:05:56	-0.000105835	-0.00277294	-0.00924151	
07:06:26	-0.00880368	-0.00352284	-0.00290627	
07:06:56	-0.00202673	-0.00453777	-0.00583587	
07:07:26	-0.00775728	-0.00546106	-0.00762937	
07:07:56	-0.00234762	-0.0061138	-0.00536494	
07:08:26	-0.0028229	-0.00476837	0.0063276	
07:08:56	-0.00475292	-0.0045419	0.00842802	
07:09:26	-0.00329436	-0.00492338	0.000683049	
07:09:56	-0.00265501	-0.00629955	-0.0107599	
07:10:26	-0.00697135	-0.00508041	0.000360281	
07:10:56	-0.00150368	-0.00681846	-0.0124528	
07:11:26	-0.0030732	-0.00432683	-0.0149553	
07:11:56	-0.0105305	-0.00505252	-0.005835	
07:12:26	0.0181224	0.0220256	-0.00433901	
07:12:56	0.144919	0.172187	0.00790788	
07:13:26	0.209362	0.238028	0.024608	
07:13:56	0.089792	0.090146	0.000415821	
07:14:26	0.0193753	0.0142372	-0.00175076	
07:14:56	0.00950841	-0.00150405	0.00334483	
07:15:26	0.00235619	-0.00471669	0.00831052	
07:15:56	-0.000798376	-0.00647721	0.00291587	
07:16:26	0.000687679	-0.00375047	0.00851427	
07:16:56	-0.00435616	-0.0105729	0.00139388	
07:17:26	0.00320676	-0.00422656	-0.00634658	
07:17:56	-0.00350111	-0.00325722	0.00245629	
07:18:26	-0.000284671	-0.00648033	-0.00753166	
07:18:56	0.00038234	-0.00324073	0.00621643	
07:19:26	0.00418795	-0.00325165	0.00169048	
07:19:56	0.00181326	-0.00673551	-0.00379158	
07:20:26	0.00125223	-0.00221909	0.0110225	
07:20:56	-0.002434	-0.00362494	0.00651473	
07:21:26	-0.00170723	-0.00704854	0.0140628	
07:21:56	0.00183851	-0.00302229	0.00132083	
07:22:26	0.000475503	-0.00729873	-0.0007123	
07:22:56	-0.00471218	-0.00613499	0.00183861	
07:23:26	0.00139672	-0.00416072	0.00919714	
07:23:56	-0.00075382	-0.00435805	0.00053623	
07:24:26	0.00352453	-0.00120988	0.00124081	
07:24:56	-0.00318691	-0.00685528	0.00223658	
07:25:26	-0.000545474	-0.00823732	-0.00767736	
07:25:56	0.00285757	-0.00661616	0.00939455	
07:26:26	-0.00246479	-0.00752131	0.0173251	
07:26:56	0.00119245	-0.00538539	0.00173878	
07:27:26	0.00464526	-0.00361205	0.00738829	
07:27:56	-0.00139014	-0.00779403	-0.00247112	
07:28:26	-0.00335346	-0.00857197	0.0136588	
07:28:56	0.00574935	-0.00499999	0.00515458	
07:29:26	0.0181178	0.0113183	0.0036692	
07:29:56	0.130863	0.12215	0.030992	
07:30:26	0.180102	0.165895	0.0310706	
07:30:56	0.071562	0.0579432	0.00924088	
07:31:26	0.0152215	0.00655095	0.00472355	
07:31:56	0.0045607	-0.00438271	0.00430799	
07:32:26	-0.00126892	-0.00319302	0.0200524	
07:32:56	-0.000494169	-0.00845005	-0.00122043	
07:33:26	-0.00475608	-0.00639421	0.00677084	
07:33:57	0.00405952	-0.00697992	0.00915982	
07:34:26	0.00317541	-0.00703051	-0.00588829	
07:34:56	0.0086518	-0.00486137	-0.00692862	
07:35:26	0.00147301	-0.00605028	0.000328599	
07:35:56	0.00196329	-0.00796632	0.00263606	
07:36:26	0.00505891	-0.00771678	0.00898609	
07:36:56	0.0017708	-0.00724199	-0.000576179	
07:37:26	0.00494909	-0.00567372	0.00023456	
07:37:56	0.00407436	-0.00578903	0.00109962	
07:38:26	0.000319243	-0.00541673	-0.000521473	
07:38:56	0.00317511	-0.0050723	0.00771532	
