Relative Time	Peak at 829 cm-1	Peak at 1206 cm-1	Peak at 1704 cm-1	Peak at 1752 cm-1	Annotations
01:31:56	0.0926036	0.587083	0.475223	0.240966	
01:32:26	0.0385888	0.2551	0.240123	0.138749	
01:32:56	0.0170827	0.135092	0.15408	0.0918954	
01:33:26	0.0115188	0.0731343	0.104931	0.0683899	
01:33:56	0.00232088	0.00473184	0.0750421	0.0596813	
01:34:26	0.000282588	-0.0057978	0.0603885	0.0493334	
01:34:56	-0.00273477	-0.00794254	0.0632891	0.0532898	
01:35:26	-0.00272973	-0.0117585	0.0605064	0.045145	
01:35:56	0.0011489	0.00813788	0.0599825	0.0530153	
01:36:26	0.0262945	0.211994	0.174256	0.110233	
01:36:56	0.119366	0.758393	0.595796	0.281767	
01:37:26	0.134686	0.799164	0.675856	0.291464	
01:37:56	0.0815118	0.508733	0.435375	0.198029	
01:38:26	0.0386424	0.223363	0.226691	0.118167	
01:38:56	0.0197215	0.120489	0.149324	0.086161	
01:39:26	0.00817223	0.0585784	0.0990914	0.0624306	
01:39:56	-0.00368973	0.00456196	0.069394	0.0483579	
01:40:26	-0.00110572	-0.00822162	0.0668677	0.051929	
01:40:55	-0.00159659	-0.00674434	0.0651468	0.051648	
01:41:26	0.00160103	-0.00919568	0.0635593	0.0506715	
01:41:56	0.000404654	0.0369447	0.075632	0.0525372	
01:42:26	0.0534344	0.359401	0.298712	0.146103	
01:42:56	0.135737	0.768025	0.666411	0.24808	
01:43:26	0.113201	0.635611	0.567287	0.212181	
01:43:57	0.0580774	0.334474	0.316672	0.136311	
01:44:26	0.0292532	0.159345	0.185665	0.092198	
01:44:56	0.0156672	0.0923251	0.133994	0.0773607	
01:45:26	0.000712575	0.0274948	0.0806758	0.0556638	
01:45:56	-0.000431933	-0.00389026	0.0616747	0.0451079	
01:46:26	-0.00182472	-0.00981207	0.0636342	0.0509024	
01:46:56	0.00227388	-0.010898	0.0622496	0.0522888	
01:47:26	0.000160018	-0.00594489	0.0558551	0.0408676	
01:47:56	0.00959602	0.0877129	0.107078	0.0649638	
01:48:27	0.0827194	0.476343	0.431566	0.146026	
01:48:56	0.123721	0.645952	0.616562	0.182799	
01:49:26	0.0870561	0.475851	0.458505	0.147443	
01:49:56	0.0412307	0.228035	0.244776	0.0957104	
01:50:26	0.0229803	0.119319	0.157032	0.0720164	
01:50:56	0.0097346	0.0615356	0.105685	0.0539968	
01:51:26	-0.00195154	0.000820962	0.0663615	0.0466287	
01:51:56	0.00260666	-0.00689555	0.0637215	0.0440277	
01:52:26	-0.00421022	-0.00597188	0.0634451	0.0501349	
01:52:56	-0.000511364	-0.00682961	0.0604034	0.0445741	
01:53:26	-0.000267555	0.00135461	0.0612067	0.0430919	
01:53:56	0.020406	0.129426	0.149303	0.061341	
01:54:26	0.1012	0.488662	0.496254	0.114619	
01:54:56	0.109824	0.517444	0.54348	0.121913	
01:55:26	0.0717189	0.35533	0.385212	0.10292	
01:55:56	0.0355952	0.172514	0.209509	0.0690942	
01:56:26	0.0207779	0.0921634	0.142236	0.0547432	
01:56:56	0.00833619	0.0353513	0.0945301	0.0536692	
01:57:26	-0.000746956	-0.00620053	0.0643187	0.0434702	
01:57:55	0.00237757	-0.00991193	0.058888	0.0419214	
01:58:26	-0.00270939	-0.015225	0.0601478	0.0467194	
01:58:56	-0.000811318	-0.0096849	0.058222	0.0432797	
01:59:26	-9.56486e-05	0.00127663	0.0636513	0.0457639	
01:59:56	0.0300942	0.129362	0.174214	0.0427709	
02:00:26	0.101914	0.437483	0.506951	0.0628716	
02:00:56	0.0969165	0.410625	0.484755	0.0803407	
02:01:26	0.060242	0.278643	0.333975	0.0624254	
02:01:56	0.0288343	0.140938	0.191947	0.0455974	
02:02:26	0.0153082	0.078516	0.133634	0.0465166	
02:02:56	0.00418766	0.0162885	0.0810095	0.0460067	
02:03:26	-0.00210647	-0.00380358	0.0610305	0.0402154	
02:03:56	-0.00218265	-0.00595077	0.061942	0.0449577	
02:04:26	0.000231466	-0.0131042	0.0634195	0.050308	
02:04:56	0.00227101	-0.00774686	0.0592622	0.0460279	
02:05:26	0.00103029	0.0151827	0.0743901	0.042482	
02:05:56	0.0453068	0.168006	0.246037	0.0154113	
02:06:26	0.105955	0.378904	0.515936	0.0148595	
02:06:56	0.0787841	0.295431	0.398281	0.0270467	
02:07:26	0.0463098	0.185572	0.266164	0.0316036	
02:07:56	0.0254427	0.0993925	0.170685	0.0415517	
02:08:26	0.0110385	0.0483233	0.112547	0.0373555	
02:08:56	0.000717861	-0.000143766	0.0701375	0.0488644	
02:09:26	-0.00166397	-0.0127584	0.063286	0.0502474	
02:09:56	2.94853e-05	-0.0121058	0.0604393	0.0466558	
02:10:26	0.000140096	-0.0116137	0.0619205	0.0506595	
02:10:56	-0.00142811	-0.00581322	0.0617253	0.0594408	
02:11:26	0.0085474	0.209305	0.10328	0.223163	
02:11:56	0.0573545	1.25126	0.347013	0.954555	
02:12:26	0.100671	1.83394	0.556528	1.31475	
02:12:56	0.0708876	1.32536	0.427755	0.979272	
02:13:26	0.0313626	0.573076	0.220067	0.465205	
02:13:56	0.0167613	0.299806	0.149675	0.285366	
02:14:26	0.00907192	0.168059	0.110301	0.180238	
02:14:56	0.00207591	0.0268088	0.0739365	0.0738492	
02:15:26	-0.00272644	-0.00318681	0.0655761	0.0560645	
02:15:56	-0.00521842	-0.00821714	0.0676206	0.0583084	
02:16:26	-0.00243244	-0.0112441	0.0647461	0.0550257	
02:16:56	-0.00149084	0.0112952	0.060158	0.0623779	
02:17:26	0.00828677	0.337517	0.0931684	0.271379	
02:17:56	0.0513556	1.38155	0.289525	0.957007	
02:18:26	0.0675249	1.59368	0.38863	1.07924	
02:18:56	0.0415847	0.993482	0.265746	0.684857	
02:19:26	0.0157179	0.423677	0.144182	0.32243	
02:19:56	0.0107906	0.226509	0.101204	0.192743	
02:20:26	0.00247144	0.125413	0.0816606	0.124829	
02:20:56	0.000169367	0.0145279	0.0643642	0.0650074	
02:21:26	0.00236741	-0.00647799	0.0612966	0.0495355	
02:21:56	-0.00801308	-0.00928227	0.0571899	0.0429178	
02:22:26	-0.00221332	-0.00352965	0.0581588	0.0477144	
02:22:56	0.00297922	0.141976	0.0648227	0.139119	
02:23:26	0.0304372	0.93709	0.188688	0.676611	
02:23:56	0.0616982	1.56679	0.35113	1.07327	
02:24:26	0.0482397	1.21095	0.293903	0.831545	
02:24:56	0.018321	0.539678	0.162761	0.394918	
02:25:26	0.00845412	0.267703	0.104802	0.216145	
02:25:56	0.00610194	0.148689	0.0851979	0.148176	
02:26:26	0.000827349	0.043698	0.0622222	0.0699281	
02:26:56	-0.00236992	-0.0014901	0.0599899	0.0529907	
02:27:26	-0.00318873	-0.00965744	0.0620466	0.0494662	
02:27:56	-0.00269013	-0.00989463	0.0612244	0.052034	
02:28:26	0.00269367	0.025464	0.059075	0.0692467	
02:28:56	0.00816075	0.427669	0.101459	0.344421	
02:29:26	0.0489433	1.35158	0.270428	0.948213	
02:29:56	0.0516214	1.32213	0.299285	0.914728	
02:30:26	0.0289304	0.755895	0.19267	0.54154	
02:30:56	0.0111856	0.338426	0.111606	0.265612	
02:31:25	0.00296202	0.191291	0.0913876	0.177743	
02:31:56	0.00424378	0.0947799	0.0702156	0.108204	
02:32:26	-0.00326796	0.00503042	0.0615298	0.0583983	
02:32:56	-0.00154511	-0.00953014	0.0594182	0.0423592	
02:33:26	-0.00170844	-0.0109443	0.0575102	0.0463349	
02:33:56	-0.00245475	-0.00667177	0.0550052	0.0452867	
02:34:26	0.00389283	0.115388	0.0589149	0.125453	
02:34:56	0.0207464	0.798134	0.145853	0.586817	
02:35:26	0.0488129	1.3549	0.269415	0.943631	
02:35:56	0.0351314	1.05066	0.224364	0.739717	
02:36:26	0.0140557	0.484532	0.131771	0.366559	
02:36:56	0.00603167	0.241383	0.0911506	0.204402	
02:37:26	0.00128159	0.143323	0.0763638	0.141902	
02:37:56	0.00141714	0.0340615	0.0634372	0.068282	
02:38:26	0.0013647	-0.00260976	0.0551173	0.0422816	
02:38:56	-0.00132822	-0.00691418	0.0611999	0.0527006	
02:39:26	-0.000490777	-0.0121914	0.0557709	0.0427466	
02:39:56	-0.00294322	-0.00127893	0.0549786	0.0455891	
02:40:26	0.00224749	0.154572	0.0623596	0.149581	
02:40:56	0.0212085	0.844076	0.137364	0.617462	
02:41:26	0.0402792	1.22402	0.223907	0.861481	
02:41:56	0.027219	0.914707	0.179433	0.651313	
02:42:26	0.010263	0.421964	0.108511	0.323052	
02:42:56	0.00580968	0.219285	0.0798349	0.193309	
02:43:26	0.00120577	0.125941	0.0707361	0.130202	
02:43:56	0.000373692	0.0209868	0.0566901	0.056521	
02:44:26	-0.00540476	-0.00512062	0.0558667	0.0490748	
02:44:56	-0.00403913	-0.00723732	0.0573912	0.0447309	
02:45:25	-0.00204178	-0.00852021	0.0525021	0.0460702	
02:45:56	0.000880021	0.0489123	0.0537519	0.0770933	
02:46:26	0.00423022	0.490103	0.0789801	0.376545	
02:46:56	0.0265695	1.12412	0.162349	0.80326	
02:47:26	0.0268964	0.948652	0.164505	0.688502	
02:47:56	0.00994693	0.543155	0.107933	0.400589	
02:48:26	0.00705133	0.262023	0.0779007	0.22257	
02:48:56	0.00143253	0.14946	0.0656814	0.146278	
02:49:26	0.00255189	0.0453884	0.0555178	0.0755162	
02:49:56	-0.00139537	0.000722223	0.0502383	0.0425016	
02:50:26	-0.00115338	-0.00559281	0.0550998	0.0477537	
02:50:56	-0.00310066	-0.0115496	0.0530482	0.0442351	
02:51:26	-0.000250028	0.00113743	0.0540763	0.0469518	
02:51:56	-0.00172643	0.162582	0.0563626	0.160003	
02:52:26	0.0134979	0.771964	0.0921084	0.580106	
02:52:56	0.0203069	0.973494	0.130324	0.713171	
02:53:26	0.0151905	0.724832	0.108398	0.535007	
02:53:57	0.0056059	0.353915	0.0756259	0.280789	
02:54:26	0.00241114	0.189989	0.0645471	0.17872	
02:54:56	0.000657675	0.102166	0.0530226	0.110736	
02:55:26	0.000161887	0.0158531	0.0495729	0.0485913	
02:55:56	-0.000653643	-0.00624796	0.0496054	0.0413894	
02:56:26	-0.000979596	-0.0119927	0.0537374	0.0413911	
02:56:55	0.00307591	-0.00940741	0.0542348	0.0462784	
02:57:26	-0.00177346	0.0115269	0.0503881	0.052792	
02:57:56	0.00195727	0.243021	0.05041	0.213326	
02:58:26	0.00693302	0.811895	0.0741133	0.615774	
02:58:56	0.0109453	0.8034	0.0875916	0.608683	
02:59:26	0.00787987	0.568235	0.0716445	0.433681	
02:59:56	0.00351434	0.284755	0.0582212	0.238255	
03:00:26	-0.00228026	0.160216	0.0544007	0.150507	
03:00:56	0.00326727	0.064132	0.0483987	0.0801569	
03:01:26	-0.00280554	-0.00157145	0.0477458	0.0401075	
03:01:56	-0.00348437	-0.0084202	0.0490865	0.0366658	
03:02:26	0.000400448	-0.0127199	0.0478483	0.0362516	
03:02:56	-0.00240399	-0.0102645	0.0516807	0.0419578	
03:03:26	-0.000486362	0.00967489	0.0471474	0.0479227	
03:03:56	-0.00167225	0.21786	0.0461654	0.196508	
03:04:26	0.00410108	0.718505	0.0468687	0.561647	
03:04:56	0.00151488	0.698228	0.0525242	0.54666	
03:05:26	0.000950647	0.499204	0.0517317	0.402012	
03:05:56	0.00125926	0.274201	0.0477684	0.231676	
03:06:26	-0.000526231	0.155642	0.0524406	0.154452	
03:06:56	-0.000957101	0.0536906	0.0471977	0.0717373	
03:07:26	-0.00339114	0.000847106	0.0433949	0.0369267	
03:07:56	0.00053919	-0.00911496	0.0474073	0.0397906	
03:08:26	-0.00113425	-0.0101258	0.0517171	0.0415915	
03:08:56	-0.00121855	-0.00982004	0.0495015	0.0406927	
03:09:26	0.00415897	0.00968647	0.0571766	0.0594492	
03:09:56	0.0171146	0.288204	0.148053	0.240394	
03:10:26	0.0867003	0.980461	0.463648	0.648948	
03:10:56	0.0895862	0.933398	0.476533	0.598065	
03:11:26	0.0594145	0.632469	0.334223	0.43181	
03:11:56	0.0269792	0.311799	0.193655	0.243135	
03:12:26	0.0137071	0.174423	0.131366	0.158436	
03:12:56	0.0021798	0.0404585	0.0786213	0.0830583	
03:13:26	-0.00194676	-0.00523527	0.0538903	0.0471798	
03:13:56	-0.00125315	-0.00994133	0.0516322	0.0417404	
03:14:26	0.00199729	-0.0137912	0.0519681	0.0424552	
03:14:56	0.000184833	-0.0148629	0.0526252	0.0468926	
03:15:26	-0.0011147	0.0653711	0.0683618	0.0889238	
03:15:56	0.0377624	0.52625	0.223466	0.341489	
03:16:25	0.0889378	0.977528	0.45265	0.581508	
03:16:56	0.0714563	0.769651	0.383066	0.474291	
03:17:26	0.032868	0.41113	0.223741	0.26972	
03:17:56	0.0209291	0.211836	0.141396	0.167396	
03:18:26	0.00722513	0.115204	0.0980628	0.111982	
03:18:56	0.00175292	0.0213363	0.0610684	0.059596	
03:19:26	0.00224148	-0.00613378	0.0485661	0.0373718	
03:19:56	0.00169936	-0.0112209	0.0529251	0.0489668	
03:20:26	0.000965585	-0.0137035	0.0487206	0.0426167	
03:20:56	0.000809334	-0.0127012	0.0519201	0.0471721	
03:21:26	0.00438796	0.0325856	0.0574678	0.0628523	
03:21:56	0.0256205	0.373334	0.168121	0.259883	
03:22:26	0.0710676	0.862435	0.392999	0.512353	
03:22:56	0.0682641	0.703918	0.348764	0.426359	
03:23:26	0.0344861	0.428782	0.225826	0.27979	
03:23:56	0.0151907	0.220716	0.14002	0.167419	
03:24:26	0.00888327	0.124749	0.0996252	0.113013	
03:24:56	0.000469146	0.0192932	0.060227	0.0540073	
03:25:26	0.000390153	-0.00450111	0.0535278	0.0455885	
03:25:56	-0.00150635	-0.0112134	0.0511774	0.0418871	
03:26:26	-0.000801132	-0.0141686	0.0467139	0.0403585	
03:26:57	0.00269333	-0.0110797	0.0497136	0.0413087	
03:27:26	0.00379203	0.0286963	0.0536468	0.0577261	
03:27:56	0.0262787	0.332067	0.157074	0.228985	
03:28:26	0.0672403	0.764901	0.350157	0.447578	
03:28:55	0.0529024	0.615352	0.305217	0.366859	
03:29:26	0.034865	0.392326	0.205538	0.249105	
03:29:56	0.0142185	0.210093	0.126997	0.151371	
03:30:26	0.0123857	0.108738	0.0937557	0.106074	
03:30:56	0.00295347	0.00869886	0.0562551	0.0495893	
03:31:26	-0.00164493	-0.00592711	0.0496786	0.0432325	
03:31:56	-0.00282515	-0.00993742	0.0464636	0.0395368	
03:32:26	0.00105058	-0.0113076	0.054219	0.0444947	
03:32:56	-0.000257128	-0.0141429	0.047884	0.0409918	
03:33:26	0.00473525	0.0397518	0.0521612	0.0585413	
03:33:56	0.0266324	0.365883	0.168713	0.239761	
03:34:26	0.0603851	0.664599	0.312542	0.390626	
03:34:56	0.0405019	0.485923	0.244684	0.300614	
03:35:26	0.0250163	0.302328	0.164932	0.201886	
03:35:56	0.0133363	0.163003	0.107885	0.128076	
03:36:26	0.00878997	0.0545538	0.0703378	0.0774952	
03:36:56	-0.0043471	-0.00219704	0.0550691	0.0457853	
03:37:26	-0.00111166	-0.00979825	0.0446035	0.0347165	
03:37:56	-0.000149387	-0.00984709	0.0464186	0.0365777	
03:38:26	-6.13329e-05	-0.0110498	0.0470388	0.0418713	
03:38:56	-0.00151535	0.000955528	0.0413523	0.0378244	
03:39:26	0.00628741	0.134621	0.0813564	0.10966	
03:39:56	0.0459021	0.492395	0.226365	0.295069	
03:40:26	0.0443197	0.477877	0.24462	0.296617	
03:40:56	0.0298918	0.327618	0.172191	0.20568	
03:41:26	0.0135603	0.176388	0.109685	0.124394	
03:41:56	0.0051835	0.0676641	0.0677565	0.068074	
03:42:26	-0.000144915	0.000968072	0.046876	0.0416801	
03:42:56	0.000394687	-0.0096904	0.043142	0.0340402	
03:43:26	0.00155284	-0.0109066	0.0462564	0.0406976	
03:43:56	0.00337378	-0.0117104	0.0421936	0.0319073	
03:44:26	-0.00105685	-0.00957095	0.0397243	0.0349732	
03:44:56	-0.000448568	0.0163568	0.0468991	0.0475225	
03:45:26	0.0158002	0.212449	0.111518	0.14504	
03:45:56	0.0408639	0.450894	0.217989	0.258828	
03:46:26	0.0243448	0.310705	0.165308	0.191685	
03:46:56	0.0174601	0.200265	0.11603	0.138136	
03:47:25	0.00310533	0.0906288	0.0731911	0.078849	
03:47:56	-0.000316888	0.00901312	0.0490644	0.0474015	
03:48:26	-0.0027973	-0.00954459	0.0478439	0.0441233	
03:48:56	0.000906346	-0.011842	0.0403584	0.0321198	
